valor,pais_origem,pais_destino,hora,historico,risco
174808,Alemanha,China,10,medio,medio
63023,Nigéria,Alemanha,4,medio,medio
491753,China,Brasil,12,medio,medio
8519,Brasil,Brasil,12,bom,medio
99010,Brasil,Nigéria,17,ruim,medio
112854,Nigéria,China,23,ruim,medio
1133029,China,EUA,14,medio,medio
20498,Alemanha,EUA,22,bom,medio
55134,Alemanha,Alemanha,20,bom,medio
10476,EUA,Alemanha,11,bom,medio
18530,Brasil,Alemanha,17,bom,medio
23469,EUA,EUA,9,bom,medio
133374,Nigéria,EUA,5,medio,medio
124198,Brasil,China,12,medio,medio
266394,Nigéria,Alemanha,3,ruim,medio
10546,Brasil,Nigéria,2,medio,medio
315814,China,China,20,medio,medio
88992,Alemanha,Brasil,19,medio,medio
87259,China,China,1,ruim,medio
20216,EUA,China,1,bom,medio
1525,Nigéria,EUA,23,bom,baixo
5816,EUA,Alemanha,5,bom,medio
1373723,Nigéria,EUA,20,medio,medio
32690,Brasil,EUA,21,bom,medio
15855,EUA,EUA,7,bom,medio
52284,EUA,Brasil,2,bom,medio
398168,EUA,Nigéria,4,medio,medio
201447,Alemanha,China,12,medio,medio
7920,EUA,China,18,bom,medio
78,Alemanha,Alemanha,18,bom,baixo
274863,Brasil,Nigéria,17,medio,medio
27389,Brasil,Brasil,20,bom,medio
191664,Brasil,EUA,15,ruim,medio
5138,Brasil,Nigéria,2,bom,medio
3372,Alemanha,China,19,bom,baixo
4572,Alemanha,Nigéria,0,bom,medio
211119,Brasil,China,3,medio,medio
46872,EUA,Alemanha,22,ruim,medio
18371,Nigéria,Brasil,10,bom,medio
146191,Alemanha,Brasil,1,medio,medio
35007,Alemanha,EUA,22,bom,medio
7887,EUA,Alemanha,14,bom,medio
8434,Brasil,China,1,bom,medio
406702,EUA,China,8,ruim,medio
214423,China,Nigéria,14,ruim,medio
86010,Brasil,Alemanha,2,ruim,medio
1302374,EUA,Brasil,5,medio,medio
18175,China,Brasil,20,bom,medio
292989,Nigéria,EUA,15,ruim,medio
5872,EUA,China,15,medio,medio
18886,Alemanha,China,4,ruim,medio
26863,Brasil,Brasil,20,bom,medio
16975,EUA,China,14,bom,medio
220035,Alemanha,Alemanha,16,medio,medio
6068,Brasil,EUA,8,bom,medio
7029,Nigéria,Brasil,5,bom,medio
7614,EUA,Alemanha,21,bom,medio
14023,Alemanha,China,18,bom,medio
18630,China,China,0,ruim,medio
449943,Brasil,China,12,medio,medio
9601,Brasil,China,13,medio,medio
3810,China,Nigéria,11,bom,baixo
350516,EUA,Alemanha,18,ruim,medio
192393,Brasil,Nigéria,10,medio,medio
74261,Nigéria,Brasil,23,ruim,medio
119620,EUA,Brasil,1,medio,medio
115491,Brasil,EUA,14,medio,medio
32371,Nigéria,Brasil,2,bom,medio
197413,China,China,20,medio,medio
234470,Brasil,Alemanha,13,ruim,medio
53998,Alemanha,China,10,ruim,medio
7206,Brasil,EUA,3,bom,medio
228103,EUA,EUA,10,medio,medio
51078,Brasil,Brasil,23,ruim,medio
823679,Alemanha,Brasil,0,medio,medio
13531,Brasil,Alemanha,9,bom,medio
95247,Alemanha,China,15,ruim,medio
77767,Nigéria,Brasil,13,medio,medio
41311,Nigéria,China,23,medio,medio
23485,Alemanha,Nigéria,9,bom,medio
367847,China,Alemanha,9,ruim,medio
44211,Alemanha,China,17,ruim,medio
250014,Nigéria,Alemanha,6,medio,medio
206144,EUA,China,14,ruim,medio
194976,Brasil,China,3,ruim,medio
2127089,Brasil,Brasil,11,medio,medio
32322,Brasil,EUA,11,bom,medio
252618,Nigéria,Nigéria,17,ruim,medio
26918,EUA,Nigéria,6,medio,medio
2352,China,Nigéria,12,bom,baixo
124483,Alemanha,EUA,18,medio,medio
221,China,EUA,14,bom,baixo
5577,Alemanha,Nigéria,1,bom,medio
172471,EUA,Nigéria,16,medio,medio
6332,China,China,15,bom,medio
7319,Nigéria,China,13,medio,medio
4189,China,EUA,7,bom,medio
279815,Brasil,Nigéria,2,medio,medio
466565,Nigéria,Brasil,8,medio,medio
259697,Alemanha,Alemanha,20,medio,medio
277639,Brasil,Alemanha,22,ruim,medio
24924,Brasil,China,9,bom,medio
138894,Brasil,Nigéria,20,medio,medio
21251,EUA,EUA,5,bom,medio
1102,Brasil,Brasil,21,bom,baixo
3670,China,Alemanha,8,bom,baixo
12961,Alemanha,Brasil,1,bom,medio
173938,China,Nigéria,14,medio,medio
11620,Alemanha,Alemanha,19,bom,medio
43,Nigéria,EUA,3,bom,baixo
341554,China,Brasil,9,medio,medio
150257,Nigéria,Nigéria,6,medio,medio
120848,EUA,Alemanha,22,medio,medio
394498,Alemanha,Nigéria,20,medio,medio
54193,Alemanha,EUA,19,ruim,medio
278105,Brasil,Brasil,13,ruim,medio
14962,China,Brasil,23,medio,medio
2868,Alemanha,China,16,bom,baixo
92267,China,EUA,11,medio,medio
46890,China,Nigéria,5,medio,medio
417994,Alemanha,EUA,10,medio,medio
203887,China,EUA,10,medio,medio
4823,Alemanha,Alemanha,20,bom,medio
7306,China,EUA,23,bom,medio
17786,EUA,EUA,12,bom,medio
80843,EUA,China,21,medio,medio
324611,EUA,EUA,5,medio,medio
140740,Alemanha,EUA,22,ruim,medio
68296,Brasil,Alemanha,2,ruim,medio
11624,China,Brasil,7,bom,medio
195968,China,Nigéria,18,ruim,medio
74573,Alemanha,China,11,medio,medio
287937,China,China,13,medio,medio
74084,Brasil,Nigéria,8,medio,medio
196631,Brasil,Nigéria,13,ruim,medio
183131,EUA,Alemanha,8,medio,medio
17371,Alemanha,Nigéria,19,bom,medio
86070,Nigéria,Nigéria,23,medio,medio
185129,Brasil,Nigéria,22,ruim,medio
293578,EUA,EUA,12,medio,medio
789313,EUA,Brasil,15,medio,medio
132193,EUA,Brasil,7,medio,medio
253888,Brasil,China,20,ruim,medio
70339,EUA,Alemanha,20,ruim,medio
31868,Brasil,EUA,8,bom,medio
119998,Nigéria,China,2,medio,medio
42608,Alemanha,Brasil,7,ruim,medio
367155,Brasil,Brasil,13,medio,medio
6370,Alemanha,China,15,bom,medio
171119,EUA,Nigéria,18,medio,medio
10638,China,China,23,medio,medio
3048,China,Nigéria,3,bom,baixo
134199,Brasil,Alemanha,3,medio,medio
277,Alemanha,Brasil,11,bom,baixo
30680,Alemanha,Alemanha,12,bom,medio
411455,Alemanha,Alemanha,21,medio,medio
216769,China,China,10,ruim,medio
38622,China,Alemanha,6,bom,medio
19320,China,Brasil,23,medio,medio
4758,EUA,China,11,bom,medio
13024,Nigéria,China,19,bom,medio
65751,Brasil,Nigéria,14,ruim,medio
22206,China,Alemanha,4,medio,medio
425235,China,EUA,11,medio,medio
41800,Brasil,EUA,15,medio,medio
13755,Brasil,Alemanha,1,bom,medio
420136,Nigéria,Nigéria,9,medio,medio
214329,EUA,Nigéria,19,medio,medio
5322,Alemanha,China,14,bom,medio
43996,EUA,Brasil,7,medio,medio
82460,Nigéria,Alemanha,2,ruim,medio
182518,Nigéria,EUA,18,medio,medio
61830,Alemanha,Nigéria,4,medio,medio
12636,China,Alemanha,8,bom,medio
419642,Nigéria,Nigéria,7,medio,medio
340967,Brasil,China,2,medio,medio
79563,Brasil,Nigéria,16,medio,medio
30229,China,EUA,10,bom,medio
306576,Alemanha,Alemanha,12,medio,medio
629691,Alemanha,China,7,medio,medio
6178,Brasil,Alemanha,22,bom,medio
1675,Alemanha,Alemanha,18,bom,baixo
7098,Nigéria,Brasil,10,bom,medio
474541,Alemanha,Brasil,3,medio,medio
20724,EUA,Alemanha,5,bom,medio
31977,China,China,2,bom,medio
284446,Alemanha,Nigéria,0,medio,medio
47776,China,Nigéria,10,bom,medio
14432,EUA,Alemanha,23,bom,medio
105728,EUA,Nigéria,0,medio,medio
33348,China,Alemanha,18,ruim,medio
147413,Nigéria,EUA,10,medio,medio
1613280,Brasil,Nigéria,12,medio,medio
3640,Alemanha,Nigéria,10,ruim,baixo
5265,Nigéria,China,22,bom,medio
61970,Alemanha,Nigéria,20,medio,medio
2086,Alemanha,EUA,6,bom,baixo
6770,China,Nigéria,5,bom,medio
976,Nigéria,EUA,19,bom,baixo
200036,China,Alemanha,20,medio,medio
52541,Nigéria,Alemanha,10,ruim,medio
667,Brasil,Brasil,23,bom,baixo
53573,Nigéria,EUA,10,ruim,medio
8374,Nigéria,Brasil,3,bom,medio
1762,Nigéria,EUA,19,bom,baixo
46488,Brasil,Nigéria,16,medio,medio
1557359,Brasil,EUA,10,medio,medio
3893,EUA,Alemanha,1,bom,baixo
96433,China,EUA,22,medio,medio
84972,China,Nigéria,8,medio,medio
38861,Alemanha,Nigéria,7,medio,medio
206162,Alemanha,Brasil,19,medio,medio
244282,EUA,EUA,17,medio,medio
110015,Alemanha,EUA,8,medio,medio
353933,Nigéria,Alemanha,5,medio,medio
483784,Brasil,Alemanha,4,medio,medio
31347,Alemanha,Brasil,4,bom,medio
119692,China,China,10,medio,medio
188080,Nigéria,China,22,ruim,medio
12161,Alemanha,China,22,bom,medio
243386,EUA,Nigéria,0,medio,medio
68,Alemanha,EUA,5,bom,baixo
566732,Brasil,China,14,medio,medio
118501,China,Brasil,21,ruim,medio
4406,China,Brasil,11,bom,medio
223309,EUA,EUA,3,ruim,medio
83763,EUA,China,3,ruim,medio
1024722,EUA,EUA,1,medio,medio
170717,Nigéria,Alemanha,21,medio,medio
21178,EUA,Nigéria,4,bom,medio
396150,Nigéria,Nigéria,14,medio,medio
164416,Brasil,EUA,13,medio,medio
38477,Alemanha,Alemanha,9,medio,medio
11333,Alemanha,China,12,bom,medio
33037,China,Brasil,17,bom,medio
9014,China,Alemanha,14,bom,medio
267354,Nigéria,EUA,1,medio,medio
10191,Alemanha,Brasil,1,bom,medio
245625,China,EUA,11,ruim,medio
223877,Brasil,EUA,22,ruim,medio
36514,Brasil,EUA,7,bom,medio
126813,Nigéria,China,6,medio,medio
279842,Brasil,Nigéria,11,medio,medio
5925,China,EUA,0,bom,medio
107475,Nigéria,China,1,ruim,medio
227340,Nigéria,China,17,medio,medio
1802,EUA,EUA,15,bom,baixo
39744,Brasil,China,14,bom,medio
625810,Nigéria,Nigéria,6,ruim,medio
150070,EUA,China,0,ruim,medio
769253,EUA,EUA,7,medio,medio
68069,Alemanha,Alemanha,21,medio,medio
130378,Alemanha,Nigéria,5,medio,medio
5646,China,Alemanha,5,bom,medio
39141,Brasil,EUA,4,ruim,medio
10148,EUA,China,23,bom,medio
81067,Nigéria,China,2,medio,medio
5453,Brasil,Alemanha,7,bom,medio
119641,Nigéria,Alemanha,10,medio,medio
197516,Nigéria,Nigéria,5,ruim,medio
81777,Alemanha,Brasil,5,ruim,medio
267903,Nigéria,EUA,18,medio,medio
52631,Nigéria,Nigéria,10,ruim,medio
2829,China,China,15,bom,baixo
402,EUA,Brasil,11,bom,baixo
121875,EUA,EUA,1,ruim,medio
71493,Brasil,China,8,medio,medio
3195,Alemanha,Alemanha,19,bom,baixo
5885,China,Nigéria,17,bom,medio
14343,China,Brasil,9,bom,medio
400309,EUA,China,22,medio,medio
31150,Nigéria,EUA,13,bom,medio
1170282,Brasil,China,22,medio,alto
2060,Nigéria,EUA,1,bom,baixo
4439,China,Nigéria,19,bom,medio
21548,Nigéria,Brasil,20,medio,medio
15309,China,Alemanha,12,bom,medio
14472,Nigéria,Alemanha,14,bom,medio
4347,Alemanha,EUA,15,bom,medio
44416,China,Alemanha,12,bom,medio
5832,Nigéria,Alemanha,4,bom,medio
187451,Alemanha,Brasil,12,medio,medio
7908,Brasil,Alemanha,15,bom,medio
148146,China,Alemanha,16,medio,medio
394789,EUA,EUA,23,ruim,medio
288181,EUA,Nigéria,16,ruim,medio
23670,China,EUA,2,ruim,medio
16640,China,EUA,1,bom,medio
140829,Brasil,Brasil,3,medio,medio
76664,EUA,China,5,medio,medio
20819,Nigéria,Alemanha,1,bom,medio
139034,EUA,Brasil,0,medio,medio
4076,Alemanha,Brasil,23,bom,medio
2303205,China,Brasil,17,medio,medio
2887,Nigéria,EUA,14,bom,baixo
14283,Brasil,Nigéria,6,ruim,medio
950261,Brasil,EUA,17,medio,medio
73121,China,EUA,2,medio,medio
6627,EUA,Alemanha,16,bom,medio
104762,Alemanha,Alemanha,11,medio,medio
1218347,Nigéria,Brasil,0,medio,medio
19037,EUA,EUA,16,bom,medio
82580,Brasil,China,15,medio,medio
151018,Nigéria,EUA,2,medio,medio
4323,Brasil,China,14,bom,medio
43624,EUA,Nigéria,17,medio,medio
160187,Alemanha,Nigéria,5,medio,medio
7729,Alemanha,Alemanha,1,bom,medio
424542,Nigéria,Alemanha,5,medio,medio
223170,Brasil,EUA,20,ruim,medio
27838,Alemanha,Alemanha,7,bom,medio
8683,EUA,China,1,bom,medio
454320,China,Brasil,7,medio,medio
9441,EUA,China,23,bom,medio
28583,Brasil,Alemanha,23,bom,medio
62683,Brasil,EUA,0,ruim,medio
94341,EUA,China,11,medio,medio
284019,Nigéria,China,5,medio,medio
198673,Nigéria,China,5,ruim,medio
70252,EUA,China,5,medio,medio
17465,Alemanha,Brasil,9,ruim,medio
8024,Brasil,EUA,7,medio,medio
190162,EUA,China,15,medio,medio
169690,Nigéria,EUA,8,ruim,medio
8171,Alemanha,Nigéria,20,bom,medio
83681,China,China,3,ruim,medio
226514,Alemanha,China,18,ruim,medio
132578,China,Alemanha,9,medio,medio
10474,Brasil,Nigéria,19,bom,medio
26206,China,Alemanha,15,medio,medio
54966,EUA,Alemanha,22,ruim,medio
211457,China,Brasil,15,medio,medio
31370,Brasil,EUA,19,ruim,medio
645,EUA,China,17,bom,baixo
4161,China,EUA,14,bom,medio
162064,EUA,Alemanha,3,ruim,medio
11559,Brasil,Nigéria,22,bom,medio
9584,Nigéria,Nigéria,17,bom,medio
39081,Brasil,Brasil,18,ruim,medio
95234,EUA,Nigéria,2,medio,medio
225807,Alemanha,Brasil,5,ruim,medio
299921,Nigéria,Brasil,11,ruim,medio
78747,China,China,8,medio,medio
90198,Alemanha,Brasil,12,ruim,medio
9270,China,Alemanha,4,bom,medio
233154,Alemanha,Alemanha,14,medio,medio
37842,China,Brasil,6,bom,medio
131998,China,Alemanha,7,ruim,medio
6908,Alemanha,EUA,13,bom,medio
180791,Nigéria,Brasil,11,medio,medio
53356,EUA,China,1,ruim,medio
272601,China,China,7,ruim,medio
78590,Brasil,Nigéria,16,bom,medio
271769,EUA,Nigéria,20,medio,medio
225393,EUA,Alemanha,14,ruim,medio
7085,Alemanha,EUA,16,bom,medio
105975,Brasil,Alemanha,14,medio,medio
44736,Brasil,China,23,medio,medio
13672,Alemanha,China,21,bom,medio
205839,Nigéria,Brasil,16,medio,medio
203607,Alemanha,Alemanha,0,ruim,medio
283045,Alemanha,EUA,6,medio,medio
416110,Alemanha,Brasil,13,medio,medio
14064,Alemanha,Brasil,10,bom,medio
288577,Brasil,EUA,2,medio,medio
168338,EUA,China,11,medio,medio
170375,China,Brasil,1,medio,medio
7007,EUA,Nigéria,6,medio,medio
17213,Brasil,EUA,8,bom,medio
60724,Alemanha,EUA,23,ruim,medio
80545,China,China,20,ruim,medio
250192,Alemanha,EUA,5,medio,medio
18741,EUA,China,22,ruim,medio
56546,Alemanha,Alemanha,7,medio,medio
7386,Alemanha,China,17,bom,medio
1035,China,EUA,0,medio,baixo
24785,Alemanha,Alemanha,16,ruim,medio
183459,EUA,China,0,ruim,medio
348481,Brasil,Alemanha,10,ruim,medio
1522805,China,Alemanha,4,medio,medio
11314,Alemanha,EUA,8,bom,medio
104462,Nigéria,China,18,medio,medio
13357,Alemanha,Brasil,18,bom,medio
397880,Nigéria,Alemanha,22,medio,medio
730349,China,EUA,17,medio,medio
364013,Alemanha,China,14,ruim,medio
4365,Brasil,Alemanha,15,bom,medio
13891,China,Nigéria,15,bom,medio
571177,Nigéria,Nigéria,18,medio,medio
9964,Nigéria,Alemanha,0,bom,medio
29968,China,China,18,bom,medio
367322,Alemanha,Nigéria,0,medio,medio
215287,Nigéria,Nigéria,0,ruim,medio
121250,China,Nigéria,8,medio,medio
11216,China,China,5,bom,medio
5534,Alemanha,Alemanha,21,medio,medio
107575,EUA,Brasil,3,medio,medio
8283,EUA,Nigéria,3,bom,medio
173688,China,EUA,19,medio,medio
440896,EUA,Brasil,19,medio,medio
167686,Nigéria,Brasil,20,medio,medio
12731,Nigéria,Alemanha,15,bom,medio
187292,EUA,EUA,10,ruim,medio
27697,Brasil,Alemanha,0,medio,medio
147041,EUA,Brasil,7,medio,medio
82071,Nigéria,Nigéria,16,ruim,medio
1776,Alemanha,EUA,1,bom,baixo
176389,Alemanha,EUA,4,ruim,medio
156619,Alemanha,EUA,16,medio,medio
39378,Alemanha,Nigéria,3,medio,medio
14789,China,Brasil,20,bom,medio
5279372,EUA,Brasil,17,medio,medio
34692,EUA,Alemanha,22,bom,medio
2539,Nigéria,Brasil,22,bom,baixo
2609,Brasil,EUA,13,bom,baixo
8689,Nigéria,Brasil,18,bom,medio
38319,Nigéria,Nigéria,16,ruim,medio
248481,China,Brasil,14,medio,medio
268142,Nigéria,China,5,medio,medio
123929,Brasil,China,17,medio,medio
73317,Brasil,Brasil,10,ruim,medio
183332,Alemanha,Nigéria,2,medio,medio
179447,Alemanha,Nigéria,2,ruim,medio
142322,China,Nigéria,18,medio,medio
279220,EUA,Brasil,15,medio,medio
37785,China,EUA,17,ruim,medio
265837,Alemanha,Brasil,10,medio,medio
8966,China,China,17,bom,medio
328,Brasil,China,16,bom,baixo
26515,Brasil,Nigéria,22,medio,medio
2256,Brasil,Alemanha,11,bom,baixo
3054,Alemanha,Brasil,7,bom,baixo
4903,Brasil,Nigéria,10,bom,medio
14934,Nigéria,China,14,bom,medio
158444,Nigéria,EUA,10,medio,medio
239802,EUA,Alemanha,23,ruim,medio
25551,EUA,Nigéria,22,bom,medio
8653,Brasil,China,4,bom,medio
1988,Brasil,China,13,medio,baixo
3939,Nigéria,Brasil,23,bom,baixo
46483,China,EUA,20,ruim,medio
252502,China,Nigéria,15,medio,medio
5911,Nigéria,Brasil,19,bom,medio
4960,China,Alemanha,15,bom,medio
9762,Nigéria,Nigéria,3,bom,medio
281327,EUA,China,12,medio,medio
14842,Nigéria,EUA,1,bom,medio
289243,Alemanha,Nigéria,2,medio,medio
45946,EUA,Alemanha,12,ruim,medio
968,China,EUA,13,ruim,baixo
47089,EUA,Nigéria,14,ruim,medio
204422,Alemanha,China,21,medio,medio
1642,EUA,EUA,15,bom,baixo
28669,EUA,Brasil,6,bom,medio
6829,Brasil,Nigéria,12,bom,medio
271659,Nigéria,China,20,medio,medio
603244,Nigéria,China,15,medio,medio
10069,Alemanha,Nigéria,4,bom,medio
12263,Brasil,Brasil,16,bom,medio
713697,Brasil,EUA,18,medio,medio
5024,Nigéria,China,3,bom,medio
6448,Brasil,Alemanha,19,bom,medio
5001046,China,Alemanha,13,medio,medio
744705,Nigéria,Alemanha,7,medio,medio
202870,China,Alemanha,11,ruim,medio
46972,China,China,5,medio,medio
158569,Nigéria,Alemanha,22,ruim,medio
23486,Brasil,Alemanha,0,bom,medio
123198,China,Nigéria,21,medio,medio
1110,EUA,Alemanha,3,medio,baixo
204558,Nigéria,EUA,12,ruim,medio
15737,Nigéria,China,9,bom,medio
358432,EUA,China,6,medio,medio
10282,EUA,Brasil,17,bom,medio
170624,Brasil,Brasil,5,medio,medio
47444,Nigéria,Nigéria,17,ruim,medio
24499,Alemanha,China,8,bom,medio
1339,Brasil,EUA,16,bom,baixo
6191,China,China,1,bom,medio
5520,Alemanha,Nigéria,6,bom,medio
5500,EUA,Alemanha,19,bom,medio
124686,Brasil,China,15,medio,medio
23311,Nigéria,Alemanha,11,bom,medio
19204,EUA,Brasil,9,bom,medio
209506,Alemanha,Alemanha,8,medio,medio
1317,Alemanha,China,17,bom,baixo
196481,Nigéria,Alemanha,20,ruim,medio
343732,Nigéria,EUA,7,medio,medio
313140,EUA,Nigéria,5,ruim,medio
12180,EUA,China,7,bom,medio
30419,Nigéria,Alemanha,10,bom,medio
114228,Alemanha,China,1,ruim,medio
1317,EUA,China,15,bom,baixo
66646,Alemanha,EUA,5,ruim,medio
153630,EUA,Nigéria,11,medio,medio
10082,China,Brasil,21,bom,medio
69659,Brasil,Brasil,18,medio,medio
15079,Alemanha,Nigéria,6,bom,medio
248,EUA,China,0,bom,baixo
38153,Alemanha,EUA,17,medio,medio
78128,EUA,Brasil,21,medio,medio
377677,Alemanha,Alemanha,10,ruim,medio
64135,Nigéria,Alemanha,0,medio,medio
31871,Alemanha,Brasil,19,medio,medio
19211,Brasil,EUA,17,bom,medio
4463,EUA,EUA,13,medio,medio
110468,China,Brasil,17,medio,medio
11492,China,EUA,0,bom,medio
245332,Nigéria,EUA,5,ruim,medio
393250,Brasil,Brasil,4,medio,medio
255303,Brasil,Alemanha,4,ruim,medio
59669,Alemanha,Alemanha,21,medio,medio
306415,EUA,China,3,medio,medio
54972,EUA,Brasil,20,medio,medio
25609,China,Alemanha,10,medio,medio
43549,China,Alemanha,23,medio,medio
299899,Alemanha,Nigéria,6,medio,medio
230558,Nigéria,China,20,ruim,medio
107446,Alemanha,Brasil,11,medio,medio
82260,Brasil,Nigéria,17,medio,medio
299826,China,EUA,10,ruim,medio
214377,Brasil,EUA,6,medio,medio
123393,China,Nigéria,14,ruim,medio
24950,EUA,Alemanha,20,medio,medio
164709,EUA,Brasil,16,medio,medio
3450,Brasil,Brasil,2,bom,baixo
34879,Brasil,Brasil,16,medio,medio
13233,Brasil,Brasil,18,medio,medio
226661,Nigéria,Alemanha,6,medio,medio
21950,China,China,11,ruim,medio
269734,China,Nigéria,22,medio,medio
134179,China,Alemanha,17,medio,medio
1358256,Brasil,Alemanha,12,medio,medio
75427,Alemanha,Alemanha,14,medio,medio
26904,EUA,EUA,1,bom,medio
174579,Alemanha,Brasil,13,ruim,medio
24873,EUA,EUA,21,bom,medio
3758,Alemanha,Alemanha,10,bom,baixo
120103,EUA,Brasil,13,ruim,medio
62864,Nigéria,Brasil,1,medio,medio
13354,Brasil,Nigéria,18,medio,medio
33349,China,EUA,14,bom,medio
15087,Alemanha,Alemanha,16,medio,medio
22697,Alemanha,EUA,7,medio,medio
266395,Alemanha,EUA,3,medio,medio
8409,Nigéria,Brasil,9,bom,medio
575052,Alemanha,EUA,1,medio,medio
197609,Alemanha,Brasil,19,medio,medio
10360,Brasil,Nigéria,3,bom,medio
44625,China,EUA,19,ruim,medio
225327,Alemanha,Brasil,15,ruim,medio
11043,Nigéria,Alemanha,18,bom,medio
205083,Nigéria,Brasil,10,medio,medio
57921,Nigéria,Alemanha,0,medio,medio
4116,Nigéria,Nigéria,3,bom,medio
39846,China,Nigéria,19,medio,medio
349310,Brasil,Alemanha,3,medio,medio
374869,China,Alemanha,6,ruim,medio
159276,China,Brasil,1,ruim,medio
43533,China,Alemanha,8,medio,medio
36132,Alemanha,EUA,14,bom,medio
14966,Nigéria,Brasil,8,bom,medio
284319,EUA,Alemanha,8,medio,medio
147270,Nigéria,China,18,medio,medio
6251,Brasil,EUA,23,bom,medio
45113,Alemanha,China,2,medio,medio
3185,China,Nigéria,4,bom,baixo
504,China,EUA,10,bom,baixo
20409,Brasil,Nigéria,0,medio,medio
33952,Nigéria,Nigéria,8,medio,medio
80417,Brasil,Brasil,0,ruim,medio
375727,China,Alemanha,13,medio,medio
218452,EUA,China,1,ruim,medio
213460,Brasil,EUA,5,medio,medio
191006,Nigéria,Nigéria,19,medio,medio
19500,EUA,China,7,bom,medio
125046,Nigéria,Alemanha,22,medio,medio
191657,Brasil,EUA,22,ruim,medio
257215,Alemanha,China,17,ruim,medio
240265,China,Brasil,5,medio,medio
8738,China,Alemanha,18,bom,medio
59199,EUA,Alemanha,19,medio,medio
1717,China,EUA,12,bom,baixo
13378,Nigéria,China,9,bom,medio
90211,Nigéria,EUA,21,medio,medio
6984,Alemanha,Nigéria,6,bom,medio
15163,China,Nigéria,18,bom,medio
99112,Brasil,Alemanha,11,ruim,medio
239860,Alemanha,Brasil,12,medio,medio
4377,EUA,Nigéria,5,bom,medio
7344,China,Nigéria,11,bom,medio
1141,EUA,China,18,bom,baixo
75044,Alemanha,China,10,medio,medio
150509,EUA,Alemanha,18,medio,medio
244717,Alemanha,EUA,22,medio,medio
14994,Brasil,China,19,bom,medio
81755,Brasil,Nigéria,21,medio,medio
272099,EUA,Alemanha,14,medio,medio
128258,EUA,Nigéria,23,medio,medio
97252,Brasil,Nigéria,1,medio,medio
82654,Brasil,Brasil,1,ruim,medio
6436,Brasil,EUA,8,bom,medio
8230,China,China,8,bom,medio
6792,EUA,Nigéria,20,bom,medio
869480,Brasil,Brasil,20,medio,medio
3365,China,EUA,8,bom,baixo
901001,China,Alemanha,23,medio,medio
113603,China,Alemanha,5,medio,medio
7728,China,Nigéria,7,bom,medio
5697,EUA,Brasil,1,bom,medio
20292,Nigéria,EUA,17,bom,medio
27460,EUA,Nigéria,4,medio,medio
112401,Alemanha,EUA,18,medio,medio
202798,EUA,Nigéria,8,medio,medio
438695,China,Brasil,18,medio,medio
178131,China,Nigéria,12,ruim,medio
161311,China,China,22,medio,medio
162541,EUA,Alemanha,15,medio,medio
7331,Nigéria,Alemanha,16,ruim,medio
45984,China,Brasil,3,ruim,medio
88796,EUA,Brasil,9,ruim,medio
91136,Brasil,EUA,15,medio,medio
143882,Nigéria,Brasil,23,medio,medio
209690,Nigéria,Brasil,16,ruim,medio
231910,Nigéria,EUA,23,ruim,medio
28437,Alemanha,Brasil,11,bom,medio
173497,Alemanha,Brasil,7,ruim,medio
14213,EUA,China,12,bom,medio
16713,Brasil,China,23,bom,medio
103231,Nigéria,Nigéria,5,ruim,medio
175415,Nigéria,China,11,ruim,medio
354574,Alemanha,China,2,ruim,medio
4544,EUA,Brasil,21,bom,medio
118052,Nigéria,Nigéria,15,medio,medio
1385495,Brasil,Nigéria,1,medio,medio
77857,Brasil,Brasil,15,medio,medio
97346,Nigéria,China,2,medio,medio
142768,Alemanha,Brasil,13,medio,medio
13067,China,Nigéria,13,bom,medio
6159,Nigéria,China,1,bom,medio
248986,Brasil,Brasil,9,medio,medio
597186,Alemanha,Brasil,15,medio,medio
65498,China,Alemanha,5,medio,medio
204609,Alemanha,China,14,ruim,medio
11906,China,Alemanha,20,bom,medio
3925,EUA,Alemanha,4,bom,baixo
28534,EUA,Nigéria,6,bom,medio
227735,China,Nigéria,12,medio,medio
2591,Nigéria,EUA,21,bom,baixo
143145,Alemanha,Alemanha,22,ruim,medio
154986,Brasil,China,8,ruim,medio
71394,EUA,EUA,6,medio,medio
145230,China,Nigéria,4,medio,medio
101142,Alemanha,China,1,medio,medio
45410,Nigéria,China,6,ruim,medio
1037987,Brasil,Alemanha,23,medio,medio
235846,Nigéria,Nigéria,1,ruim,medio
321090,Brasil,Nigéria,4,medio,medio
50856,China,EUA,11,bom,medio
14035,Brasil,Brasil,13,bom,medio
140440,Brasil,EUA,12,ruim,medio
207603,Alemanha,EUA,1,medio,medio
6871,EUA,Brasil,0,bom,medio
106472,Alemanha,China,0,medio,medio
278228,Alemanha,EUA,0,medio,medio
3856775,Nigéria,Brasil,9,medio,medio
151990,Brasil,Alemanha,0,ruim,medio
29392,Brasil,Alemanha,17,ruim,medio
27852,China,Nigéria,15,medio,medio
37191,Alemanha,China,10,ruim,medio
135905,EUA,China,14,ruim,medio
14468,Brasil,Alemanha,1,bom,medio
1613710,China,China,10,medio,medio
207342,Alemanha,China,17,medio,medio
40474,EUA,Brasil,17,medio,medio
15435,China,Nigéria,6,bom,medio
1401,Brasil,China,16,bom,baixo
126080,EUA,EUA,17,ruim,medio
54915,Alemanha,Alemanha,8,ruim,medio
136953,Nigéria,Alemanha,1,ruim,medio
62624,EUA,Nigéria,9,bom,medio
30365,Alemanha,Brasil,6,bom,medio
